pt_c,soc_c,llt_n,soc_n
10079872,10022117,Injury of conjunctiva,"Injury, poisoning and procedural complications"
10081521,10022117,Eyelid abrasion,"Injury, poisoning and procedural complications"
10082987,10022117,Eyelid scar,"Injury, poisoning and procedural complications"
10085832,10022117,Corneal laceration,"Injury, poisoning and procedural complications"
10086652,10022117,Iris tear,"Injury, poisoning and procedural complications"
10086801,10022117,Eye abrasion,"Injury, poisoning and procedural complications"
10021281,10022117,IIIrd nerve injury,"Injury, poisoning and procedural complications"
10023108,10022117,IVth nerve injury,"Injury, poisoning and procedural complications"
10030938,10022117,Optic nerve injury,"Injury, poisoning and procedural complications"
10047409,10022117,VIIIth nerve injury,"Injury, poisoning and procedural complications"
10047411,10022117,VIIth nerve injury,"Injury, poisoning and procedural complications"
10047639,10022117,VIth nerve injury,"Injury, poisoning and procedural complications"
10047723,10022117,Vth nerve injury,"Injury, poisoning and procedural complications"
10048224,10022117,XIIth nerve injury,"Injury, poisoning and procedural complications"
10048225,10022117,XIth nerve injury,"Injury, poisoning and procedural complications"
10061094,10022117,Cranial nerve injury,"Injury, poisoning and procedural complications"
10018871,10022117,Haematuria traumatic,"Injury, poisoning and procedural complications"
10023413,10022117,Kidney contusion,"Injury, poisoning and procedural complications"
10023434,10022117,Kidney rupture,"Injury, poisoning and procedural complications"
10044501,10022117,Traumatic anuria,"Injury, poisoning and procedural complications"
10046405,10022117,Ureteric injury,"Injury, poisoning and procedural complications"
10046454,10022117,Urethral injury,"Injury, poisoning and procedural complications"
10046472,10022117,Urethral stricture traumatic,"Injury, poisoning and procedural complications"
10061397,10022117,Urinary tract injury,"Injury, poisoning and procedural complications"
10061698,10022117,Bladder injury,"Injury, poisoning and procedural complications"
10070510,10022117,Traumatic renal injury,"Injury, poisoning and procedural complications"
10072458,10022117,Periureteral collection,"Injury, poisoning and procedural complications"
10079848,10022117,Foreign body in urogenital tract,"Injury, poisoning and procedural complications"
10012436,10022117,Dermatitis artefacta,"Injury, poisoning and procedural complications"
10028686,10022117,Nail avulsion,"Injury, poisoning and procedural complications"
10039580,10022117,Scar,"Injury, poisoning and procedural complications"
10039737,10022117,Scratch,"Injury, poisoning and procedural complications"
10041662,10022117,Splinter,"Injury, poisoning and procedural complications"
10042345,10022117,Subcutaneous haematoma,"Injury, poisoning and procedural complications"
10050584,10022117,Contusion,"Injury, poisoning and procedural complications"
10058818,10022117,Skin laceration,"Injury, poisoning and procedural complications"
10061364,10022117,Skin injury,"Injury, poisoning and procedural complications"
10064990,10022117,Skin abrasion,"Injury, poisoning and procedural complications"
10068655,10022117,Nail injury,"Injury, poisoning and procedural complications"
10071639,10022117,Post-traumatic punctate intraepidermal haemorrhage,"Injury, poisoning and procedural complications"
10072170,10022117,Skin wound,"Injury, poisoning and procedural complications"
10073520,10022117,Skin scar contracture,"Injury, poisoning and procedural complications"
10074718,10022117,Deep dissecting haematoma,"Injury, poisoning and procedural complications"
10074924,10022117,Hair injury,"Injury, poisoning and procedural complications"
10079592,10022117,Skin pressure mark,"Injury, poisoning and procedural complications"
10083982,10022117,Foreign body in skin or subcutaneous tissue,"Injury, poisoning and procedural complications"
10014971,10022117,Epicondylitis,"Injury, poisoning and procedural complications"
10024453,10022117,Ligament sprain,"Injury, poisoning and procedural complications"
10026710,10022117,Mallet finger,"Injury, poisoning and procedural complications"
10028314,10022117,Muscle injury,"Injury, poisoning and procedural complications"
10028331,10022117,Muscle rupture,"Injury, poisoning and procedural complications"
10038584,10022117,Repetitive strain injury,"Injury, poisoning and procedural complications"
10043242,10022117,Tendon injury,"Injury, poisoning and procedural complications"
10043248,10022117,Tendon rupture,"Injury, poisoning and procedural complications"
10050031,10022117,Muscle strain,"Injury, poisoning and procedural complications"
10060813,10022117,Iliotibial band syndrome,"Injury, poisoning and procedural complications"
10061223,10022117,Ligament injury,"Injury, poisoning and procedural complications"
10065433,10022117,Ligament rupture,"Injury, poisoning and procedural complications"
10069383,10022117,Joint capsule rupture,"Injury, poisoning and procedural complications"
10070521,10022117,Muscle hernia,"Injury, poisoning and procedural complications"
10070757,10022117,Muscle contusion,"Injury, poisoning and procedural complications"
10071366,10022117,Post-traumatic neck syndrome,"Injury, poisoning and procedural complications"
10072209,10022117,Fascial rupture,"Injury, poisoning and procedural complications"
10074283,10022117,Pellegrini Stieda disease,"Injury, poisoning and procedural complications"
10075330,10022117,Aponeurosis contusion,"Injury, poisoning and procedural complications"
10078698,10022117,Tensor fasciae latae syndrome,"Injury, poisoning and procedural complications"
10079547,10022117,Tendon dislocation,"Injury, poisoning and procedural complications"
10000369,10022117,Accident,"Injury, poisoning and procedural complications"
10000370,10022117,Accident at home,"Injury, poisoning and procedural complications"
10000372,10022117,Accident at work,"Injury, poisoning and procedural complications"
10002515,10022117,Animal bite,"Injury, poisoning and procedural complications"
10002519,10022117,Animal scratch,"Injury, poisoning and procedural complications"
10003399,10022117,Arthropod bite,"Injury, poisoning and procedural complications"
10003401,10022117,Arthropod scratch,"Injury, poisoning and procedural complications"
10003402,10022117,Arthropod sting,"Injury, poisoning and procedural complications"
10004966,10022117,Bite,"Injury, poisoning and procedural complications"
10008513,10022117,Child maltreatment syndrome,"Injury, poisoning and procedural complications"
10014357,10022117,Electric shock,"Injury, poisoning and procedural complications"
10016173,10022117,Fall,"Injury, poisoning and procedural complications"
10016246,10022117,Fat embolism,"Injury, poisoning and procedural complications"
10018794,10022117,Gun shot wound,"Injury, poisoning and procedural complications"
10020428,10022117,Human bite,"Injury, poisoning and procedural complications"
10022116,10022117,Injury,"Injury, poisoning and procedural complications"
10028224,10022117,Multiple injuries,"Injury, poisoning and procedural complications"
10039203,10022117,Road traffic accident,"Injury, poisoning and procedural complications"
10041230,10022117,Snake bite,"Injury, poisoning and procedural complications"
10041291,10022117,Soft tissue injury,"Injury, poisoning and procedural complications"
10041738,10022117,Sports injury,"Injury, poisoning and procedural complications"
10041899,10022117,Stab wound,"Injury, poisoning and procedural complications"
10042255,10022117,Struck by lightning,"Injury, poisoning and procedural complications"
10044522,10022117,Traumatic haematoma,"Injury, poisoning and procedural complications"
10044541,10022117,Traumatic shock,"Injury, poisoning and procedural complications"
10044546,10022117,Traumatic ulcer,"Injury, poisoning and procedural complications"
10048629,10022117,Wound secretion,"Injury, poisoning and procedural complications"
10048850,10022117,Necrotic preservation injury of graft,"Injury, poisoning and procedural complications"
10049811,10022117,Extraskeletal ossification,"Injury, poisoning and procedural complications"
10051373,10022117,Wound haemorrhage,"Injury, poisoning and procedural complications"
10051814,10022117,Eschar,"Injury, poisoning and procedural complications"
10052428,10022117,Wound,"Injury, poisoning and procedural complications"
10053476,10022117,Traumatic haemorrhage,"Injury, poisoning and procedural complications"
10053509,10022117,Venomous bite,"Injury, poisoning and procedural complications"
10053510,10022117,Venomous sting,"Injury, poisoning and procedural complications"
10053692,10022117,Wound complication,"Injury, poisoning and procedural complications"
10053716,10022117,Wound necrosis,"Injury, poisoning and procedural complications"
